"place_ID","date","update","cases","new_cases","last_update"
"Sierra Madre",2020-05-03,49,5,0,NA
"Valencia",2020-05-03,49,5,0,NA
"East Whittier",2020-05-03,49,4,0,NA
"Twin Lakes Oat Mountain",2020-05-03,49,4,0,NA
"Arcadia",2020-05-03,49,4,0,NA
"Desert View Highlands",2020-05-03,49,3,0,NA
"La Habra Heights",2020-05-03,49,3,1,NA
"Lake Manor",2020-05-03,49,3,0,NA
"North Lancaster",2020-05-03,49,3,0,NA
"Palisades Highlands",2020-05-03,49,3,0,NA
"Regent Square",2020-05-03,49,3,0,NA
"Toluca Woods",2020-05-03,49,3,0,NA
"Del Sur",2020-05-03,49,2,0,NA
"Faircrest Heights",2020-05-03,49,2,0,NA
"Irwindale",2020-05-03,49,2,0,NA
"Rolling Hills",2020-05-03,49,2,0,NA
"Santa Catalina Island",2020-05-03,49,2,0,NA
"Toluca Terrace",2020-05-03,49,2,0,NA
"La Verne",2020-05-03,49,2,0,NA
"West Antelope Valley",2020-05-03,49,2,0,NA
"West Rancho Dominguez",2020-05-03,49,2,0,NA
"White Fence Farms",2020-05-03,49,2,0,NA
"Agua Dulce",2020-05-03,49,1,0,NA
"Bradbury",2020-05-03,49,1,0,NA
"Elizabeth Lake",2020-05-03,49,1,0,NA
"Harbor Pines",2020-05-03,49,1,1,NA
"Industry",2020-05-03,49,1,0,NA
"Kagel Lopez Canyons",2020-05-03,49,1,0,NA
"Leona Valley",2020-05-03,49,1,0,NA
"Littlerock Juniper Hills",2020-05-03,49,1,0,NA
"Llano",2020-05-03,49,1,0,NA
"Mandeville Canyon",2020-05-03,49,1,0,NA
"Playa Del Rey",2020-05-03,49,1,0,NA
"Sunrise Village",2020-05-03,49,1,0,NA
"Sycamore Square",2020-05-03,49,1,0,NA
"Angeles National Forest",2020-05-03,49,1,0,NA
"Glendora",2020-05-03,49,1,0,NA
"South El Monte",2020-05-03,49,1,0,NA
"Vernon",2020-05-03,49,1,0,NA
"Angeles National Forest",2020-05-03,49,0,0,NA
"Athens",2020-05-03,49,0,0,NA
"Avalon",2020-05-03,49,0,0,NA
"Bouquet Canyon",2020-05-03,49,0,0,NA
"Brookside",2020-05-03,49,0,0,NA
"East Covina",2020-05-03,49,0,0,NA
"East Lancaster",2020-05-03,49,0,0,NA
"East Pasadena",2020-05-03,49,0,0,NA
"Florence",2020-05-03,49,0,0,NA
"Hidden Hills",2020-05-03,49,0,0,NA
"Lake Hughes",2020-05-03,49,0,0,NA
"Newhall",2020-05-03,49,0,0,NA
"Other",2020-05-03,49,0,0,NA
"Padua Hills",2020-05-03,49,0,0,NA
"Palos Verdes Peninsula",2020-05-03,49,0,0,NA
"Pico",2020-05-03,49,0,0,NA
"Roosevelt",2020-05-03,49,0,0,NA
"Rosewood East Gardena",2020-05-03,49,0,0,NA
"San Francisquito Canyon Bouquet Canyon",2020-05-03,49,0,0,NA
"San Pasqual",2020-05-03,49,0,0,NA
"Sand Canyon",2020-05-03,49,0,0,NA
"Santa Claritaand Stevenson Ranch",2020-05-03,49,0,0,NA
"Saugus Canyon Country",2020-05-03,49,0,0,NA
"South Antelope Valley",2020-05-03,49,0,0,NA
"Southeast Antelope Valley",2020-05-03,49,0,0,NA
"Claremont",2020-05-03,49,0,0,NA
"Del Rey",2020-05-03,49,0,0,NA
"El Monte",2020-05-03,49,0,0,NA
"La Habra Heights",2020-05-03,49,0,0,NA
"Pomona",2020-05-03,49,0,0,NA
"Westhills",2020-05-03,49,0,0,NA
"Whittier Narrows",2020-05-03,49,0,0,NA
"date",2020-05-03,49,NA,NA,NA
"Long Beach",2020-05-04,50,768,8,NA
"Glendale",2020-05-04,50,634,22,NA
"Pasadena",2020-05-04,50,452,35,NA
"Palmdale",2020-05-04,50,442,4,NA
"North Hollywood",2020-05-04,50,398,6,NA
"Sylmar",2020-05-04,50,381,16,NA
"Melrose",2020-05-04,50,378,3,NA
"Inglewood",2020-05-04,50,356,8,NA
"Van Nuys",2020-05-04,50,345,13,NA
"Lancaster",2020-05-04,50,343,5,NA
"Panorama City",2020-05-04,50,339,14,NA
"Canoga Park",2020-05-04,50,318,2,NA
"Westlake",2020-05-04,50,294,13,NA
"Torrance",2020-05-04,50,283,4,NA
"Pico Union",2020-05-04,50,269,14,NA
"South Gate",2020-05-04,50,269,4,NA
"Burbank",2020-05-04,50,260,4,NA
"Carson",2020-05-04,50,256,4,NA
"Reseda",2020-05-04,50,240,7,NA
"Boyle Heights",2020-05-04,50,236,6,NA
"Downey",2020-05-04,50,236,1,NA
"West Vernon",2020-05-04,50,232,8,NA
"Florence Firestone",2020-05-04,50,228,2,NA
"Compton",2020-05-04,50,224,6,NA
"Vernon Central",2020-05-04,50,219,4,NA
"Lynwood",2020-05-04,50,207,3,NA
"Hawthorne",2020-05-04,50,205,1,NA
"Hollywood",2020-05-04,50,199,1,NA
"Pomona",2020-05-04,50,198,5,NA
"Pico Rivera",2020-05-04,50,195,7,NA
"North Hills",2020-05-04,50,191,9,NA
"Santa Monica",2020-05-04,50,185,14,NA
"Northridge",2020-05-04,50,181,0,NA
"Winnetka",2020-05-04,50,178,3,NA
"El Monte",2020-05-04,50,177,2,NA
"Temple Beaudry",2020-05-04,50,168,2,NA
"Gardena",2020-05-04,50,165,0,NA
"Huntington Park",2020-05-04,50,165,1,NA
"Montebello",2020-05-04,50,157,8,NA
"Paramount",2020-05-04,50,150,2,NA
"Florence Firestone",2020-05-04,50,149,4,NA
"Koreatown",2020-05-04,50,149,3,NA
"Sun Valley",2020-05-04,50,146,3,NA
"Palms",2020-05-04,50,143,1,NA
"West Covina",2020-05-04,50,143,2,NA
"Bellflower",2020-05-04,50,142,3,NA
"Central",2020-05-04,50,142,0,NA
"Exposition Park",2020-05-04,50,142,2,NA
"West Hollywood",2020-05-04,50,139,0,NA
"Sherman Oaks",2020-05-04,50,138,5,NA
"Wholesale District",2020-05-04,50,138,7,NA
"Bell",2020-05-04,50,137,0,NA
"East Hollywood",2020-05-04,50,136,3,NA
"Harvard Park",2020-05-04,50,136,0,NA
"South Park",2020-05-04,50,131,0,NA
"Vermont Vista",2020-05-04,50,130,3,NA
"Granada Hills",2020-05-04,50,129,3,NA
"Valley Village",2020-05-04,50,128,2,NA
"West Adams",2020-05-04,50,126,0,NA
"Wilshire Center",2020-05-04,50,125,2,NA
"Arleta",2020-05-04,50,121,1,NA
"Woodland Hills",2020-05-04,50,119,1,NA
"Watts",2020-05-04,50,115,5,NA
"Beverly Hills",2020-05-04,50,113,1,NA
"Glassell Park",2020-05-04,50,113,1,NA
"Lincoln Heights",2020-05-04,50,111,0,NA
"Redondo Beach",2020-05-04,50,111,1,NA
"Bell Gardens",2020-05-04,50,110,1,NA
"Athens Westmont",2020-05-04,50,109,1,NA
"Baldwin Park",2020-05-04,50,107,7,NA
"Chatsworth",2020-05-04,50,106,2,NA
"Wilmington",2020-05-04,50,105,2,NA
"Century Palms Cove",2020-05-04,50,102,0,NA
"Covina",2020-05-04,50,101,0,NA
"El Sereno",2020-05-04,50,101,1,NA
"Sunland",2020-05-04,50,101,1,NA
"Highland Park",2020-05-04,50,96,1,NA
"South Pasadena",2020-05-04,50,93,0,NA
"Little Armenia",2020-05-04,50,92,0,NA
"Val Verde",2020-05-04,50,92,29,NA
"Valley Glen",2020-05-04,50,91,0,NA
"Encino",2020-05-04,50,88,1,NA
"University Park",2020-05-04,50,88,0,NA
"Alhambra",2020-05-04,50,87,0,NA
"Lakewood",2020-05-04,50,86,1,NA
"Mission Hills",2020-05-04,50,81,1,NA
"Monterey Park",2020-05-04,50,81,1,NA
"Cudahy",2020-05-04,50,80,0,NA
"Little Bangladesh",2020-05-04,50,80,2,NA
"Azusa",2020-05-04,50,79,2,NA
"Tarzana",2020-05-04,50,78,1,NA
"Duarte",2020-05-04,50,77,1,NA
"Downtown",2020-05-04,50,74,1,NA
"Hyde Park",2020-05-04,50,74,2,NA
"Harbor Gateway",2020-05-04,50,73,0,NA
"Tujunga",2020-05-04,50,73,0,NA
"Altadena",2020-05-04,50,71,0,NA
"Green Meadows",2020-05-04,50,71,1,NA
"Carthay",2020-05-04,50,70,0,NA
"Maywood",2020-05-04,50,70,0,NA
"Country Club Park",2020-05-04,50,69,1,NA
"Culver City",2020-05-04,50,68,1,NA
"La Mirada",2020-05-04,50,68,2,NA
"Crestview",2020-05-04,50,67,2,NA
"Hancock Park",2020-05-04,50,67,1,NA
"Historic Filipinotown",2020-05-04,50,67,1,NA
"Manhattan Beach",2020-05-04,50,66,0,NA
"Baldwin Hills",2020-05-04,50,65,0,NA
"West Carson",2020-05-04,50,65,0,NA
"Harvard Heights",2020-05-04,50,64,0,NA
"Hollywood Hills",2020-05-04,50,64,0,NA
"Willowbrook",2020-05-04,50,63,2,NA
"Rancho Palos Verdes",2020-05-04,50,62,1,NA
"Lawndale",2020-05-04,50,61,1,NA
"Vermont Knolls",2020-05-04,50,61,1,NA
"West Los Angeles",2020-05-04,50,61,0,NA
"Porter Ranch",2020-05-04,50,60,0,NA
"Lakeview Terrace",2020-05-04,50,59,1,NA
"West Hills",2020-05-04,50,59,3,NA
"Rowland Heights",2020-05-04,50,58,0,NA
"Cerritos",2020-05-04,50,57,1,NA
"Mar Vista",2020-05-04,50,57,0,NA
"Hacienda Heights",2020-05-04,50,56,2,NA
"Temple City",2020-05-04,50,56,4,NA
"Lennox",2020-05-04,50,55,0,NA
"Monrovia",2020-05-04,50,55,2,NA
"Del Rey",2020-05-04,50,53,1,NA
"Studio City",2020-05-04,50,52,6,NA
"Westwood",2020-05-04,50,52,0,NA
"Vermont Square",2020-05-04,50,51,0,NA
"Harbor City",2020-05-04,50,50,0,NA
"Venice",2020-05-04,50,50,0,NA
"Crenshaw District",2020-05-04,50,49,0,NA
"Walnut Park",2020-05-04,50,49,1,NA
"Glendora",2020-05-04,50,48,2,NA
"Arcadia",2020-05-04,50,44,1,NA
"Calabasas",2020-05-04,50,44,1,NA
"La Puente",2020-05-04,50,43,0,NA
"West Whittier Los Nietos",2020-05-04,50,41,1,NA
"Rosemead",2020-05-04,50,40,0,NA
"Cloverdale Cochran",2020-05-04,50,39,0,NA
"Mid city",2020-05-04,50,39,0,NA
"Pacific Palisades",2020-05-04,50,38,0,NA
"Victoria Park",2020-05-04,50,38,0,NA
"La Canada Flintridge",2020-05-04,50,37,1,NA
"Diamond Bar",2020-05-04,50,36,1,NA
"Lomita",2020-05-04,50,36,1,NA
"Miracle Mile",2020-05-04,50,36,0,NA
"Los Feliz",2020-05-04,50,35,0,NA
"Beverly Crest",2020-05-04,50,33,1,NA
"Gramercy Place",2020-05-04,50,33,2,NA
"Leimert Park",2020-05-04,50,33,0,NA
"Alsace",2020-05-04,50,32,0,NA
"San Gabriel",2020-05-04,50,32,2,NA
"Agoura Hills",2020-05-04,50,31,0,NA
"Bassett",2020-05-04,50,31,1,NA
"Malibu",2020-05-04,50,31,0,NA
"Bel Air",2020-05-04,50,30,1,NA
"Century City",2020-05-04,50,30,0,NA
"San Dimas",2020-05-04,50,30,1,NA
"South El Monte",2020-05-04,50,30,1,NA
"Valinda",2020-05-04,50,30,0,NA
"Adams Normandie",2020-05-04,50,29,0,NA
"El Segundo",2020-05-04,50,28,0,NA
"Quartz Hill",2020-05-04,50,28,0,NA
"Santa Fe Springs",2020-05-04,50,27,0,NA
"View Park Windsor Hills",2020-05-04,50,27,0,NA
"Canyon Country",2020-05-04,50,26,0,NA
"Claremont",2020-05-04,50,24,0,NA
"Elysian Valley",2020-05-04,50,24,0,NA
"San Jose Hills",2020-05-04,50,24,1,NA
"South Carthay",2020-05-04,50,24,0,NA
"East Rancho Dominguez",2020-05-04,50,23,0,NA
"Walnut",2020-05-04,50,23,0,NA
"Castaic",2020-05-04,50,22,1,NA
"Jefferson Park",2020-05-04,50,22,0,NA
"Reseda Ranch",2020-05-04,50,22,0,NA
"Lake Los Angeles",2020-05-04,50,21,1,NA
"Cadillac Corning",2020-05-04,50,20,0,NA
"Echo Park",2020-05-04,50,20,0,NA
"Playa Vista",2020-05-04,50,20,0,NA
"West LA",2020-05-04,50,20,0,NA
"West Puente Valley",2020-05-04,50,19,1,NA
"Cheviot Hills",2020-05-04,50,18,0,NA
"St Elmo Village",2020-05-04,50,18,0,NA
"Stevenson Ranch",2020-05-04,50,18,0,NA
"La Crescenta Montrose",2020-05-04,50,17,0,NA
"Northeast San Gabriel",2020-05-04,50,17,1,NA
"La Verne",2020-05-04,50,16,0,NA
"Longwood",2020-05-04,50,16,1,NA
"Covina Charter Oak ",2020-05-04,50,15,0,NA
"Ladera Heights",2020-05-04,50,15,0,NA
"Santa Monica Mountains",2020-05-04,50,15,0,NA
"Lafayette Square",2020-05-04,50,14,0,NA
"Manchester Square",2020-05-04,50,14,0,NA
"Thai Town",2020-05-04,50,14,1,NA
"Avocado Heights",2020-05-04,50,13,0,NA
"Commerce",2020-05-04,50,13,0,NA
"Wellington Square",2020-05-04,50,13,1,NA
"Athens Village",2020-05-04,50,12,0,NA
"El Camino Village",2020-05-04,50,12,0,NA
"Park La Brea",2020-05-04,50,12,0,NA
"Rancho Park",2020-05-04,50,12,0,NA
"Marinadel Rey",2020-05-04,50,11,0,NA
"South San Gabriel",2020-05-04,50,11,0,NA
"Hawaiian Gardens",2020-05-04,50,10,0,NA
"Rancho Dominguez",2020-05-04,50,10,0,NA
"Rosewood West Rancho Dominguez",2020-05-04,50,10,0,NA
"Toluca Lake",2020-05-04,50,10,0,NA
"Angelino Heights",2020-05-04,50,9,0,NA
"Chinatown",2020-05-04,50,9,0,NA
"Elysian Park",2020-05-04,50,9,0,NA
"Littlerock",2020-05-04,50,9,1,NA
"Marina Peninsula",2020-05-04,50,9,0,NA
"Reynier Village",2020-05-04,50,9,0,NA
"Shadow Hills",2020-05-04,50,9,0,NA
"Monrovia",2020-05-04,50,9,0,NA
"Acton",2020-05-04,50,8,0,NA
"Del Aire",2020-05-04,50,8,0,NA
"Signal Hill",2020-05-04,50,8,0,NA
"Wiseburn",2020-05-04,50,8,0,NA
"Little Tokyo",2020-05-04,50,7,2,NA
"University Hills",2020-05-04,50,7,0,NA
"View Heights",2020-05-04,50,7,0,NA
"La Rambla",2020-05-04,50,6,0,NA
"Littlerock Pearblossom",2020-05-04,50,6,0,NA
"North Whittier",2020-05-04,50,6,0,NA
"Sun Village",2020-05-04,50,6,0,NA
"Whittier",2020-05-04,50,6,0,NA
"Westlake Village",2020-05-04,50,6,0,NA
"Exposition",2020-05-04,50,5,0,NA
"Sierra Madre",2020-05-04,50,5,0,NA
"Valencia",2020-05-04,50,5,0,NA
"East Whittier",2020-05-04,50,4,0,NA
"Twin Lakes Oat Mountain",2020-05-04,50,4,0,NA
"Arcadia",2020-05-04,50,4,0,NA
"Desert View Highlands",2020-05-04,50,3,0,NA
"La Habra Heights",2020-05-04,50,3,0,NA
"Lake Manor",2020-05-04,50,3,0,NA
"North Lancaster",2020-05-04,50,3,0,NA
"Palisades Highlands",2020-05-04,50,3,0,NA
"Regent Square",2020-05-04,50,3,0,NA
"Toluca Woods",2020-05-04,50,3,0,NA
"Del Sur",2020-05-04,50,2,0,NA
"Faircrest Heights",2020-05-04,50,2,0,NA
"Irwindale",2020-05-04,50,2,0,NA
"Rolling Hills",2020-05-04,50,2,0,NA
"Santa Catalina Island",2020-05-04,50,2,0,NA
"Toluca Terrace",2020-05-04,50,2,0,NA
"La Verne",2020-05-04,50,2,0,NA
"West Antelope Valley",2020-05-04,50,2,0,NA
"West Rancho Dominguez",2020-05-04,50,2,0,NA
"White Fence Farms",2020-05-04,50,2,0,NA
"Agua Dulce",2020-05-04,50,1,0,NA
"Bradbury",2020-05-04,50,1,0,NA
"Elizabeth Lake",2020-05-04,50,1,0,NA
"Harbor Pines",2020-05-04,50,1,0,NA
"Industry",2020-05-04,50,1,0,NA
"Kagel Lopez Canyons",2020-05-04,50,1,0,NA
"Leona Valley",2020-05-04,50,1,0,NA
"Littlerock Juniper Hills",2020-05-04,50,1,0,NA
"Llano",2020-05-04,50,1,0,NA
"Mandeville Canyon",2020-05-04,50,1,0,NA
"Playa Del Rey",2020-05-04,50,1,0,NA
"Sunrise Village",2020-05-04,50,1,0,NA
"Sycamore Square",2020-05-04,50,1,0,NA
"Angeles National Forest",2020-05-04,50,1,0,NA
"Glendora",2020-05-04,50,1,0,NA
"South El Monte",2020-05-04,50,1,0,NA
"Vernon",2020-05-04,50,1,0,NA
"Angeles National Forest",2020-05-04,50,0,0,NA
"Athens",2020-05-04,50,0,0,NA
"Avalon",2020-05-04,50,0,0,NA
"Bouquet Canyon",2020-05-04,50,0,0,NA
"Brookside",2020-05-04,50,0,0,NA
"East Covina",2020-05-04,50,0,0,NA
"East Lancaster",2020-05-04,50,0,0,NA
"East Pasadena",2020-05-04,50,0,0,NA
"Florence",2020-05-04,50,0,0,NA
"Hidden Hills",2020-05-04,50,0,0,NA
"Lake Hughes",2020-05-04,50,0,0,NA
"Newhall",2020-05-04,50,0,0,NA
"Other",2020-05-04,50,0,0,NA
"Padua Hills",2020-05-04,50,0,0,NA
"Palos Verdes Peninsula",2020-05-04,50,0,0,NA
"Pico",2020-05-04,50,0,0,NA
"Roosevelt",2020-05-04,50,0,0,NA
"Rosewood East Gardena",2020-05-04,50,0,0,NA
"San Francisquito Canyon Bouquet Canyon",2020-05-04,50,0,0,NA
"San Pasqual",2020-05-04,50,0,0,NA
"Sand Canyon",2020-05-04,50,0,0,NA
"Santa Claritaand Stevenson Ranch",2020-05-04,50,0,0,NA
"Saugus Canyon Country",2020-05-04,50,0,0,NA
"South Antelope Valley",2020-05-04,50,0,0,NA
"Southeast Antelope Valley",2020-05-04,50,0,0,NA
"Claremont",2020-05-04,50,0,0,NA
"Del Rey",2020-05-04,50,0,0,NA
"El Monte",2020-05-04,50,0,0,NA
"La Habra Heights",2020-05-04,50,0,0,NA
"Pomona",2020-05-04,50,0,0,NA
"Westhills",2020-05-04,50,0,0,NA
"Whittier Narrows",2020-05-04,50,0,0,NA
"date",2020-05-04,50,NA,NA,NA
"Long Beach",2020-05-05,51,789,21,NA
"Glendale",2020-05-05,51,651,17,NA
"Pasadena",2020-05-05,51,482,30,NA
"Palmdale",2020-05-05,51,470,28,NA
"Sylmar",2020-05-05,51,433,52,NA
"North Hollywood",2020-05-05,51,431,33,NA
"Van Nuys",2020-05-05,51,391,46,NA
"Melrose",2020-05-05,51,390,12,NA
"Inglewood",2020-05-05,51,378,22,NA
"Panorama City",2020-05-05,51,378,39,NA
"Lancaster",2020-05-05,51,353,10,NA
"Canoga Park",2020-05-05,51,348,30,NA
"Westlake",2020-05-05,51,315,21,NA
"Torrance",2020-05-05,51,298,15,NA
"Pico Union",2020-05-05,51,284,15,NA
"South Gate",2020-05-05,51,283,14,NA
"Reseda",2020-05-05,51,274,34,NA
"Burbank",2020-05-05,51,270,10,NA
"Carson",2020-05-05,51,266,10,NA
"Boyle Heights",2020-05-05,51,255,19,NA
"Vernon Central",2020-05-05,51,250,31,NA
"Florence Firestone",2020-05-05,51,248,20,NA
"Downey",2020-05-05,51,244,8,NA
"Compton",2020-05-05,51,242,18,NA
"West Vernon",2020-05-05,51,242,10,NA
"Pico Rivera",2020-05-05,51,230,35,NA
"Lynwood",2020-05-05,51,225,18,NA
"Hawthorne",2020-05-05,51,218,13,NA
"Pomona",2020-05-05,51,212,14,NA
"North Hills",2020-05-05,51,208,17,NA
"Hollywood",2020-05-05,51,201,2,NA
"El Monte",2020-05-05,51,197,20,NA
"Northridge",2020-05-05,51,192,11,NA
"Santa Monica",2020-05-05,51,190,5,NA
"Winnetka",2020-05-05,51,189,11,NA
"Temple Beaudry",2020-05-05,51,177,9,NA
"Huntington Park",2020-05-05,51,175,10,NA
"Gardena",2020-05-05,51,171,6,NA
"Florence Firestone",2020-05-05,51,165,16,NA
"Sun Valley",2020-05-05,51,165,19,NA
"Montebello",2020-05-05,51,164,7,NA
"Paramount",2020-05-05,51,162,12,NA
"Koreatown",2020-05-05,51,161,12,NA
"Bellflower",2020-05-05,51,155,13,NA
"Central",2020-05-05,51,154,12,NA
"Harvard Park",2020-05-05,51,153,17,NA
"Sherman Oaks",2020-05-05,51,150,12,NA
"Vermont Vista",2020-05-05,51,150,20,NA
"Exposition Park",2020-05-05,51,147,5,NA
"West Covina",2020-05-05,51,147,4,NA
"Wholesale District",2020-05-05,51,146,8,NA
"East Hollywood",2020-05-05,51,143,7,NA
"Palms",2020-05-05,51,143,0,NA
"Arleta",2020-05-05,51,142,21,NA
"South Park",2020-05-05,51,142,11,NA
"West Hollywood",2020-05-05,51,141,2,NA
"West Adams",2020-05-05,51,140,14,NA
"Bell",2020-05-05,51,137,0,NA
"Granada Hills",2020-05-05,51,134,5,NA
"Valley Village",2020-05-05,51,132,4,NA
"Wilshire Center",2020-05-05,51,131,6,NA
"Little Armenia",2020-05-05,51,128,36,NA
"Woodland Hills",2020-05-05,51,127,8,NA
"Lincoln Heights",2020-05-05,51,124,13,NA
"Glassell Park",2020-05-05,51,121,8,NA
"Watts",2020-05-05,51,121,6,NA
"Bell Gardens",2020-05-05,51,117,7,NA
"Athens Westmont",2020-05-05,51,116,7,NA
"Baldwin Park",2020-05-05,51,116,9,NA
"Wilmington",2020-05-05,51,116,11,NA
"Beverly Hills",2020-05-05,51,114,1,NA
"Redondo Beach",2020-05-05,51,113,2,NA
"Century Palms Cove",2020-05-05,51,112,10,NA
"Chatsworth",2020-05-05,51,110,4,NA
"El Sereno",2020-05-05,51,109,8,NA
"Sunland",2020-05-05,51,106,5,NA
"Covina",2020-05-05,51,101,0,NA
"Alhambra",2020-05-05,51,99,12,NA
"Highland Park",2020-05-05,51,99,3,NA
"University Park",2020-05-05,51,95,7,NA
"Encino",2020-05-05,51,93,5,NA
"South Pasadena",2020-05-05,51,93,0,NA
"Lakewood",2020-05-05,51,92,6,NA
"Val Verde",2020-05-05,51,91,0,NA
"Valley Glen",2020-05-05,51,91,0,NA
"Monterey Park",2020-05-05,51,89,8,NA
"Culver City",2020-05-05,51,85,17,NA
"Little Bangladesh",2020-05-05,51,85,5,NA
"Mission Hills",2020-05-05,51,85,4,NA
"Azusa",2020-05-05,51,83,4,NA
"Cudahy",2020-05-05,51,83,3,NA
"Hyde Park",2020-05-05,51,83,9,NA
"Green Meadows",2020-05-05,51,81,10,NA
"Tarzana",2020-05-05,51,81,3,NA
"Tujunga",2020-05-05,51,81,8,NA
"Duarte",2020-05-05,51,79,2,NA
"Downtown",2020-05-05,51,78,4,NA
"Harbor Gateway",2020-05-05,51,77,4,NA
"Altadena",2020-05-05,51,76,5,NA
"Historic Filipinotown",2020-05-05,51,72,5,NA
"La Mirada",2020-05-05,51,71,3,NA
"Maywood",2020-05-05,51,71,1,NA
"Carthay",2020-05-05,51,70,0,NA
"Country Club Park",2020-05-05,51,70,1,NA
"Lawndale",2020-05-05,51,70,9,NA
"Baldwin Hills",2020-05-05,51,69,4,NA
"Crestview",2020-05-05,51,68,1,NA
"Manhattan Beach",2020-05-05,51,68,2,NA
"Vermont Knolls",2020-05-05,51,68,7,NA
"Hancock Park",2020-05-05,51,67,0,NA
"Harvard Heights",2020-05-05,51,67,3,NA
"Rancho Palos Verdes",2020-05-05,51,67,5,NA
"Hollywood Hills",2020-05-05,51,65,1,NA
"West Carson",2020-05-05,51,65,0,NA
"Willowbrook",2020-05-05,51,65,2,NA
"West Hills",2020-05-05,51,62,3,NA
"Porter Ranch",2020-05-05,51,61,1,NA
"Rowland Heights",2020-05-05,51,61,3,NA
"West Los Angeles",2020-05-05,51,61,0,NA
"Cerritos",2020-05-05,51,60,3,NA
"Lakeview Terrace",2020-05-05,51,60,1,NA
"Lennox",2020-05-05,51,59,4,NA
"Vermont Square",2020-05-05,51,59,8,NA
"Mar Vista",2020-05-05,51,58,1,NA
"Hacienda Heights",2020-05-05,51,57,1,NA
"Monrovia",2020-05-05,51,57,2,NA
"Temple City",2020-05-05,51,57,1,NA
"Del Rey",2020-05-05,51,56,3,NA
"Studio City",2020-05-05,51,56,4,NA
"Crenshaw District",2020-05-05,51,54,5,NA
"Harbor City",2020-05-05,51,53,3,NA
"Westwood",2020-05-05,51,53,1,NA
"Glendora",2020-05-05,51,51,3,NA
"Venice",2020-05-05,51,51,1,NA
"Walnut Park",2020-05-05,51,51,2,NA
"West Whittier Los Nietos",2020-05-05,51,48,7,NA
"La Puente",2020-05-05,51,47,4,NA
"Arcadia",2020-05-05,51,46,2,NA
"Calabasas",2020-05-05,51,46,2,NA
"Rosemead",2020-05-05,51,43,3,NA
"Mid city",2020-05-05,51,41,2,NA
"Cloverdale Cochran",2020-05-05,51,40,1,NA
"La Canada Flintridge",2020-05-05,51,39,2,NA
"Victoria Park",2020-05-05,51,39,1,NA
"Lomita",2020-05-05,51,38,2,NA
"Pacific Palisades",2020-05-05,51,38,0,NA
"Diamond Bar",2020-05-05,51,37,1,NA
"San Gabriel",2020-05-05,51,37,5,NA
"Gramercy Place",2020-05-05,51,36,3,NA
"Miracle Mile",2020-05-05,51,36,0,NA
"Los Feliz",2020-05-05,51,35,0,NA
"Beverly Crest",2020-05-05,51,34,1,NA
"South El Monte",2020-05-05,51,34,4,NA
"Bassett",2020-05-05,51,33,2,NA
"Leimert Park",2020-05-05,51,33,0,NA
"Alsace",2020-05-05,51,32,0,NA
"Adams Normandie",2020-05-05,51,31,2,NA
"Agoura Hills",2020-05-05,51,31,0,NA
"Malibu",2020-05-05,51,31,0,NA
"Bel Air",2020-05-05,51,30,0,NA
"Century City",2020-05-05,51,30,0,NA
"San Dimas",2020-05-05,51,30,0,NA
"Valinda",2020-05-05,51,30,0,NA
"El Segundo",2020-05-05,51,29,1,NA
"Quartz Hill",2020-05-05,51,29,1,NA
"Santa Fe Springs",2020-05-05,51,29,2,NA
"View Park Windsor Hills",2020-05-05,51,28,1,NA
"Canyon Country",2020-05-05,51,27,1,NA
"Claremont",2020-05-05,51,27,3,NA
"Elysian Valley",2020-05-05,51,26,2,NA
"San Jose Hills",2020-05-05,51,26,2,NA
"East Rancho Dominguez",2020-05-05,51,25,2,NA
"South Carthay",2020-05-05,51,25,1,NA
"Walnut",2020-05-05,51,24,1,NA
"Echo Park",2020-05-05,51,23,3,NA
"Castaic",2020-05-05,51,22,0,NA
"Jefferson Park",2020-05-05,51,22,0,NA
"Lake Los Angeles",2020-05-05,51,22,1,NA
"Reseda Ranch",2020-05-05,51,22,0,NA
"Cadillac Corning",2020-05-05,51,20,0,NA
"Northeast San Gabriel",2020-05-05,51,20,3,NA
"Playa Vista",2020-05-05,51,20,0,NA
"West LA",2020-05-05,51,20,0,NA
"Stevenson Ranch",2020-05-05,51,19,1,NA
"West Puente Valley",2020-05-05,51,19,0,NA
"Cheviot Hills",2020-05-05,51,18,0,NA
"La Verne",2020-05-05,51,18,2,NA
"St Elmo Village",2020-05-05,51,18,0,NA
"La Crescenta Montrose",2020-05-05,51,17,0,NA
"Covina Charter Oak ",2020-05-05,51,16,1,NA
"Ladera Heights",2020-05-05,51,16,1,NA
"Longwood",2020-05-05,51,16,0,NA
"Manchester Square",2020-05-05,51,16,2,NA
"Santa Monica Mountains",2020-05-05,51,16,1,NA
"Thai Town",2020-05-05,51,15,1,NA
"Wellington Square",2020-05-05,51,15,2,NA
"Lafayette Square",2020-05-05,51,14,0,NA
"Athens Village",2020-05-05,51,13,1,NA
"Avocado Heights",2020-05-05,51,13,0,NA
"Park La Brea",2020-05-05,51,13,1,NA
"Commerce",2020-05-05,51,12,0,NA
"El Camino Village",2020-05-05,51,12,0,NA
"Rancho Park",2020-05-05,51,12,0,NA
"South San Gabriel",2020-05-05,51,12,1,NA
"Hawaiian Gardens",2020-05-05,51,11,1,NA
"Marinadel Rey",2020-05-05,51,11,0,NA
