"place_ID","date","update","cases","new_cases","last_update"
"West Hills",2020-03-16,1,3,3,NA
"Glendale",2020-03-16,1,2,2,NA
"Agua Dulce",2020-03-16,1,0,0,NA
"Angelino Heights",2020-03-16,1,0,0,NA
"Beverly Crest",2020-03-16,1,0,0,NA
"Bouquet Canyon",2020-03-16,1,0,0,NA
"Canyon Country",2020-03-16,1,0,0,NA
"Cudahy",2020-03-16,1,0,0,NA
"Desert View Highlands",2020-03-16,1,0,0,NA
"Elysian Valley",2020-03-16,1,0,0,NA
"Florence Firestone",2020-03-16,1,0,0,NA
"Glassell Park",2020-03-16,1,0,0,NA
"Gramercy Place",2020-03-16,1,0,0,NA
"Industry",2020-03-16,1,0,0,NA
"Kagel Lopez Canyons",2020-03-16,1,0,0,NA
"La Habra Heights",2020-03-16,1,0,0,NA
"Lakewood",2020-03-16,1,0,0,NA
"Lomita",2020-03-16,1,0,0,NA
"Mandeville Canyon",2020-03-16,1,0,0,NA
"Maywood",2020-03-16,1,0,0,NA
"Northeast San Gabriel",2020-03-16,1,0,0,NA
"Norwalk",2020-03-16,1,0,0,NA
"Park La Brea",2020-03-16,1,0,0,NA
"Rowland Heights",2020-03-16,1,0,0,NA
"San Pasqual",2020-03-16,1,0,0,NA
"Santa Clarita",2020-03-16,1,0,0,NA
"Santa Fe Springs",2020-03-16,1,0,0,NA
"Shadow Hills",2020-03-16,1,0,0,NA
"Signal Hill",2020-03-16,1,0,0,NA
"South Park",2020-03-16,1,0,0,NA
"Sylmar",2020-03-16,1,0,0,NA
"Toluca Woods",2020-03-16,1,0,0,NA
"Van Nuys",2020-03-16,1,0,0,NA
"Wellington Square",2020-03-16,1,0,0,NA
"West Covina",2020-03-16,1,0,0,NA
"West Rancho Dominguez",2020-03-16,1,0,0,NA
"West Whittier Los Nietos",2020-03-16,1,0,0,NA
"Manhattan Beach",2020-03-17,2,4,4,NA
"West Hills",2020-03-17,2,3,0,NA
"Agua Dulce",2020-03-17,2,0,0,NA
"Alsace",2020-03-17,2,0,0,NA
"Angelino Heights",2020-03-17,2,0,0,NA
"Azusa",2020-03-17,2,0,0,NA
"Beverly Crest",2020-03-17,2,0,0,NA
"Bouquet Canyon",2020-03-17,2,0,0,NA
"Bradbury",2020-03-17,2,0,0,NA
"Canyon Country",2020-03-17,2,0,0,NA
"Cudahy",2020-03-17,2,0,0,NA
"Desert View Highlands",2020-03-17,2,0,0,NA
"Duarte",2020-03-17,2,0,0,NA
"Elysian Valley",2020-03-17,2,0,0,NA
"Florence Firestone",2020-03-17,2,0,0,NA
"Glassell Park",2020-03-17,2,0,0,NA
"Gramercy Place",2020-03-17,2,0,0,NA
"Industry",2020-03-17,2,0,0,NA
"Kagel Lopez Canyons",2020-03-17,2,0,0,NA
"La Habra Heights",2020-03-17,2,0,0,NA
"Lomita",2020-03-17,2,0,0,NA
"Los Feliz",2020-03-17,2,0,0,NA
"Mandeville Canyon",2020-03-17,2,0,0,NA
"Maywood",2020-03-17,2,0,0,NA
"Montebello",2020-03-17,2,0,0,NA
"North Hills",2020-03-17,2,0,0,NA
"Northeast San Gabriel",2020-03-17,2,0,0,NA
"Norwalk",2020-03-17,2,0,0,NA
"Park La Brea",2020-03-17,2,0,0,NA
"Rowland Heights",2020-03-17,2,0,0,NA
"San Pasqual",2020-03-17,2,0,0,NA
"Santa Catalina Island",2020-03-17,2,0,0,NA
"Santa Fe Springs",2020-03-17,2,0,0,NA
"Shadow Hills",2020-03-17,2,0,0,NA
"Signal Hill",2020-03-17,2,0,0,NA
"South Park",2020-03-17,2,0,0,NA
"Sylmar",2020-03-17,2,0,0,NA
"Toluca Woods",2020-03-17,2,0,0,NA
"Van Nuys",2020-03-17,2,0,0,NA
"Wellington Square",2020-03-17,2,0,0,NA
"West Covina",2020-03-17,2,0,0,NA
"West Rancho Dominguez",2020-03-17,2,0,0,NA
"West Whittier Los Nietos",2020-03-17,2,0,0,NA
"Wiseburn",2020-03-17,2,0,0,NA
"West Hollywood",2020-03-18,3,11,11,NA
"Hollywood",2020-03-18,3,5,5,NA
"Manhattan Beach",2020-03-18,3,4,0,NA
"West Hills",2020-03-18,3,3,0,NA
"Sylmar",2020-03-18,3,1,1,NA
"Agua Dulce",2020-03-18,3,0,0,NA
"Angelino Heights",2020-03-18,3,0,0,NA
"Azusa",2020-03-18,3,0,0,NA
"Beverly Crest",2020-03-18,3,0,0,NA
"Bouquet Canyon",2020-03-18,3,0,0,NA
"Bradbury",2020-03-18,3,0,0,NA
"Canyon Country",2020-03-18,3,0,0,NA
"Century City",2020-03-18,3,0,0,NA
"Cudahy",2020-03-18,3,0,0,NA
"Desert View Highlands",2020-03-18,3,0,0,NA
"Duarte",2020-03-18,3,0,0,NA
"Elysian Valley",2020-03-18,3,0,0,NA
"Florence Firestone",2020-03-18,3,0,0,NA
"Glassell Park",2020-03-18,3,0,0,NA
"Gramercy Place",2020-03-18,3,0,0,NA
"Historic Filipinotown",2020-03-18,3,0,0,NA
"Industry",2020-03-18,3,0,0,NA
"Kagel Lopez Canyons",2020-03-18,3,0,0,NA
"La Habra Heights",2020-03-18,3,0,0,NA
"Lomita",2020-03-18,3,0,0,NA
"Los Feliz",2020-03-18,3,0,0,NA
"Mandeville Canyon",2020-03-18,3,0,0,NA
"Maywood",2020-03-18,3,0,0,NA
"Montebello",2020-03-18,3,0,0,NA
"North Hills",2020-03-18,3,0,0,NA
"Northeast San Gabriel",2020-03-18,3,0,0,NA
"Norwalk",2020-03-18,3,0,0,NA
"Park La Brea",2020-03-18,3,0,0,NA
"Rowland Heights",2020-03-18,3,0,0,NA
"San Pasqual",2020-03-18,3,0,0,NA
"Santa Catalina Island",2020-03-18,3,0,0,NA
"Santa Fe Springs",2020-03-18,3,0,0,NA
"Shadow Hills",2020-03-18,3,0,0,NA
"Signal Hill",2020-03-18,3,0,0,NA
"South Park",2020-03-18,3,0,0,NA
"Sycamore Square",2020-03-18,3,0,0,NA
"Toluca Woods",2020-03-18,3,0,0,NA
"Van Nuys",2020-03-18,3,0,0,NA
"View Park Windsor Hills",2020-03-18,3,0,0,NA
"Wellington Square",2020-03-18,3,0,0,NA
"West Covina",2020-03-18,3,0,0,NA
"West Rancho Dominguez",2020-03-18,3,0,0,NA
"West Whittier Los Nietos",2020-03-18,3,0,0,NA
"Wiseburn",2020-03-18,3,0,0,NA
"West Hollywood",2020-03-19,4,12,1,NA
"Hollywood",2020-03-19,4,5,0,NA
"Lomita",2020-03-19,4,5,5,NA
"Manhattan Beach",2020-03-19,4,5,1,NA
"Beverly Hills",2020-03-19,4,4,4,NA
"Venice",2020-03-19,4,4,4,NA
"Park La Brea",2020-03-19,4,3,3,NA
"West Hills",2020-03-19,4,3,0,NA
"Santa Monica",2020-03-19,4,2,2,NA
"Torrance",2020-03-19,4,2,2,NA
"Stevenson Ranch",2020-03-19,4,1,1,NA
"Sylmar",2020-03-19,4,1,0,NA
"Van Nuys",2020-03-19,4,1,1,NA
"Agua Dulce",2020-03-19,4,0,0,NA
"Angelino Heights",2020-03-19,4,0,0,NA
"Azusa",2020-03-19,4,0,0,NA
"Beverly Crest",2020-03-19,4,0,0,NA
"Bouquet Canyon",2020-03-19,4,0,0,NA
"Bradbury",2020-03-19,4,0,0,NA
"Brookside",2020-03-19,4,0,0,NA
"Cadillac Corning",2020-03-19,4,0,0,NA
"Canyon Country",2020-03-19,4,0,0,NA
"Carthay",2020-03-19,4,0,0,NA
"Central",2020-03-19,4,0,0,NA
"Country Club Park",2020-03-19,4,0,0,NA
"Crenshaw District",2020-03-19,4,0,0,NA
"Cudahy",2020-03-19,4,0,0,NA
"Desert View Highlands",2020-03-19,4,0,0,NA
"Duarte",2020-03-19,4,0,0,NA
"East Lancaster",2020-03-19,4,0,0,NA
"East Whittier",2020-03-19,4,0,0,NA
"Elysian Valley",2020-03-19,4,0,0,NA
"Florence Firestone",2020-03-19,4,0,0,NA
"Glassell Park",2020-03-19,4,0,0,NA
"Gramercy Place",2020-03-19,4,0,0,NA
"Hacienda Heights",2020-03-19,4,0,0,NA
"Hawaiian Gardens",2020-03-19,4,0,0,NA
"Historic Filipinotown",2020-03-19,4,0,0,NA
"Industry",2020-03-19,4,0,0,NA
"Kagel Lopez Canyons",2020-03-19,4,0,0,NA
"La Habra Heights",2020-03-19,4,0,0,NA
"Lancaster",2020-03-19,4,0,0,NA
"Llano",2020-03-19,4,0,0,NA
"Los Feliz",2020-03-19,4,0,0,NA
"Mandeville Canyon",2020-03-19,4,0,0,NA
"Maywood",2020-03-19,4,0,0,NA
"Montebello",2020-03-19,4,0,0,NA
"North Hills",2020-03-19,4,0,0,NA
"Northeast San Gabriel",2020-03-19,4,0,0,NA
"Other",2020-03-19,4,0,0,NA
"Palmdale",2020-03-19,4,0,0,NA
"Paramount",2020-03-19,4,0,0,NA
"Playa Del Rey",2020-03-19,4,0,0,NA
"Regent Square",2020-03-19,4,0,0,NA
"Rowland Heights",2020-03-19,4,0,0,NA
"San Pasqual",2020-03-19,4,0,0,NA
"Santa Catalina Island",2020-03-19,4,0,0,NA
"Santa Fe Springs",2020-03-19,4,0,0,NA
"Shadow Hills",2020-03-19,4,0,0,NA
"South Park",2020-03-19,4,0,0,NA
"St Elmo Village",2020-03-19,4,0,0,NA
"Sycamore Square",2020-03-19,4,0,0,NA
"Toluca Woods",2020-03-19,4,0,0,NA
"Pomona",2020-03-19,4,0,0,NA
"University Hills",2020-03-19,4,0,0,NA
"Valinda",2020-03-19,4,0,0,NA
"Valley Village",2020-03-19,4,0,0,NA
"View Park Windsor Hills",2020-03-19,4,0,0,NA
"Wellington Square",2020-03-19,4,0,0,NA
"West Covina",2020-03-19,4,0,0,NA
"West Rancho Dominguez",2020-03-19,4,0,0,NA
"West Whittier Los Nietos",2020-03-19,4,0,0,NA
"Westlake Village",2020-03-19,4,0,0,NA
"White Fence Farms",2020-03-19,4,0,0,NA
"Wiseburn",2020-03-19,4,0,0,NA
"West Hollywood",2020-03-20,5,15,3,NA
"Hollywood",2020-03-20,5,7,2,NA
"Manhattan Beach",2020-03-20,5,6,1,NA
"Beverly Hills",2020-03-20,5,5,1,NA
"Lomita",2020-03-20,5,5,0,NA
"Century City",2020-03-20,5,4,4,NA
"Park La Brea",2020-03-20,5,4,1,NA
"Santa Monica",2020-03-20,5,4,2,NA
"Venice",2020-03-20,5,4,0,NA
"Lancaster",2020-03-20,5,3,3,NA
"West Hills",2020-03-20,5,3,0,NA
"Torrance",2020-03-20,5,2,0,NA
"Lakewood",2020-03-20,5,1,1,NA
"San Dimas",2020-03-20,5,1,1,NA
"Stevenson Ranch",2020-03-20,5,1,0,NA
"Sylmar",2020-03-20,5,1,0,NA
"Van Nuys",2020-03-20,5,1,0,NA
"Agua Dulce",2020-03-20,5,0,0,NA
"Alsace",2020-03-20,5,0,0,NA
"Angelino Heights",2020-03-20,5,0,0,NA
"Azusa",2020-03-20,5,0,0,NA
"Beverly Crest",2020-03-20,5,0,0,NA
"Bouquet Canyon",2020-03-20,5,0,0,NA
"Bradbury",2020-03-20,5,0,0,NA
"Brookside",2020-03-20,5,0,0,NA
"Cadillac Corning",2020-03-20,5,0,0,NA
"Canyon Country",2020-03-20,5,0,0,NA
"Carthay",2020-03-20,5,0,0,NA
"Central",2020-03-20,5,0,0,NA
"Country Club Park",2020-03-20,5,0,0,NA
"Crenshaw District",2020-03-20,5,0,0,NA
"Cudahy",2020-03-20,5,0,0,NA
"Desert View Highlands",2020-03-20,5,0,0,NA
"Downey",2020-03-20,5,0,0,NA
"Duarte",2020-03-20,5,0,0,NA
"East Lancaster",2020-03-20,5,0,0,NA
"East Whittier",2020-03-20,5,0,0,NA
"El Monte",2020-03-20,5,0,0,NA
"Elysian Valley",2020-03-20,5,0,0,NA
"Florence Firestone",2020-03-20,5,0,0,NA
"Glassell Park",2020-03-20,5,0,0,NA
"Gramercy Place",2020-03-20,5,0,0,NA
"Hacienda Heights",2020-03-20,5,0,0,NA
"Hawaiian Gardens",2020-03-20,5,0,0,NA
"Historic Filipinotown",2020-03-20,5,0,0,NA
"Industry",2020-03-20,5,0,0,NA
"Kagel Lopez Canyons",2020-03-20,5,0,0,NA
"La Habra Heights",2020-03-20,5,0,0,NA
"Lafayette Square",2020-03-20,5,0,0,NA
"Lakeview Terrace",2020-03-20,5,0,0,NA
"Llano",2020-03-20,5,0,0,NA
"Los Feliz",2020-03-20,5,0,0,NA
"Mandeville Canyon",2020-03-20,5,0,0,NA
"Maywood",2020-03-20,5,0,0,NA
"Mid city",2020-03-20,5,0,0,NA
"Montebello",2020-03-20,5,0,0,NA
"North Hills",2020-03-20,5,0,0,NA
"Northeast San Gabriel",2020-03-20,5,0,0,NA
"Other",2020-03-20,5,0,0,NA
"Palmdale",2020-03-20,5,0,0,NA
"Paramount",2020-03-20,5,0,0,NA
"Playa Del Rey",2020-03-20,5,0,0,NA
"Rancho Park",2020-03-20,5,0,0,NA
"Regent Square",2020-03-20,5,0,0,NA
"Rowland Heights",2020-03-20,5,0,0,NA
"San Pasqual",2020-03-20,5,0,0,NA
"Santa Catalina Island",2020-03-20,5,0,0,NA
"Santa Fe Springs",2020-03-20,5,0,0,NA
"Shadow Hills",2020-03-20,5,0,0,NA
"South Park",2020-03-20,5,0,0,NA
"South San Gabriel",2020-03-20,5,0,0,NA
"St Elmo Village",2020-03-20,5,0,0,NA
"Sycamore Square",2020-03-20,5,0,0,NA
"Toluca Woods",2020-03-20,5,0,0,NA
"Pomona",2020-03-20,5,0,0,NA
"University Hills",2020-03-20,5,0,0,NA
"Valinda",2020-03-20,5,0,0,NA
"Valley Village",2020-03-20,5,0,0,NA
"View Park Windsor Hills",2020-03-20,5,0,0,NA
"Wellington Square",2020-03-20,5,0,0,NA
"West Covina",2020-03-20,5,0,0,NA
"West Rancho Dominguez",2020-03-20,5,0,0,NA
"West Whittier Los Nietos",2020-03-20,5,0,0,NA
"Westlake Village",2020-03-20,5,0,0,NA
"White Fence Farms",2020-03-20,5,0,0,NA
"Wilshire Center",2020-03-20,5,0,0,NA
"Wiseburn",2020-03-20,5,0,0,NA
"West Hollywood",2020-03-21,6,18,3,NA
"Hollywood",2020-03-21,6,12,5,NA
"Beverly Hills",2020-03-21,6,7,2,NA
"Lomita",2020-03-21,6,7,2,NA
"Manhattan Beach",2020-03-21,6,7,1,NA
"Venice",2020-03-21,6,6,2,NA
"Santa Monica",2020-03-21,6,5,1,NA
"Century City",2020-03-21,6,4,0,NA
"Park La Brea",2020-03-21,6,4,0,NA
"Studio City",2020-03-21,6,4,4,NA
"West Hills",2020-03-21,6,4,1,NA
"Lancaster",2020-03-21,6,3,0,NA
"Torrance",2020-03-21,6,2,0,NA
"Van Nuys",2020-03-21,6,2,1,NA
"Century Palms Cove",2020-03-21,6,1,1,NA
"Koreatown",2020-03-21,6,1,1,NA
"Lakewood",2020-03-21,6,1,0,NA
"Montebello",2020-03-21,6,1,1,NA
"San Dimas",2020-03-21,6,1,0,NA
"Stevenson Ranch",2020-03-21,6,1,0,NA
"Sylmar",2020-03-21,6,1,0,NA
"West Covina",2020-03-21,6,1,1,NA
"Agua Dulce",2020-03-21,6,0,0,NA
"Alsace",2020-03-21,6,0,0,NA
"Angelino Heights",2020-03-21,6,0,0,NA
"Azusa",2020-03-21,6,0,0,NA
"Beverly Crest",2020-03-21,6,0,0,NA
"Bouquet Canyon",2020-03-21,6,0,0,NA
"Bradbury",2020-03-21,6,0,0,NA
"Brookside",2020-03-21,6,0,0,NA
"Cadillac Corning",2020-03-21,6,0,0,NA
"Canyon Country",2020-03-21,6,0,0,NA
"Carthay",2020-03-21,6,0,0,NA
"Central",2020-03-21,6,0,0,NA
"Country Club Park",2020-03-21,6,0,0,NA
"Crenshaw District",2020-03-21,6,0,0,NA
"Cudahy",2020-03-21,6,0,0,NA
"Del Aire",2020-03-21,6,0,0,NA
"Desert View Highlands",2020-03-21,6,0,0,NA
"Downey",2020-03-21,6,0,0,NA
"Duarte",2020-03-21,6,0,0,NA
"East Lancaster",2020-03-21,6,0,0,NA
"East Whittier",2020-03-21,6,0,0,NA
"El Monte",2020-03-21,6,0,0,NA
"Elysian Valley",2020-03-21,6,0,0,NA
"Florence Firestone",2020-03-21,6,0,0,NA
"Glassell Park",2020-03-21,6,0,0,NA
"Gramercy Place",2020-03-21,6,0,0,NA
"Hacienda Heights",2020-03-21,6,0,0,NA
"Hawaiian Gardens",2020-03-21,6,0,0,NA
"Historic Filipinotown",2020-03-21,6,0,0,NA
"Industry",2020-03-21,6,0,0,NA
"Kagel Lopez Canyons",2020-03-21,6,0,0,NA
"La Habra Heights",2020-03-21,6,0,0,NA
"La Rambla",2020-03-21,6,0,0,NA
"Lafayette Square",2020-03-21,6,0,0,NA
"Lakeview Terrace",2020-03-21,6,0,0,NA
"Llano",2020-03-21,6,0,0,NA
"Los Feliz",2020-03-21,6,0,0,NA
"Mandeville Canyon",2020-03-21,6,0,0,NA
"Maywood",2020-03-21,6,0,0,NA
"Mid city",2020-03-21,6,0,0,NA
"Monrovia",2020-03-21,6,0,0,NA
"North Hills",2020-03-21,6,0,0,NA
"Northeast San Gabriel",2020-03-21,6,0,0,NA
"Other",2020-03-21,6,0,0,NA
"Palmdale",2020-03-21,6,0,0,NA
"Paramount",2020-03-21,6,0,0,NA
"Playa Del Rey",2020-03-21,6,0,0,NA
"Rancho Park",2020-03-21,6,0,0,NA
"Regent Square",2020-03-21,6,0,0,NA
"Rowland Heights",2020-03-21,6,0,0,NA
"San Pasqual",2020-03-21,6,0,0,NA
"Santa Catalina Island",2020-03-21,6,0,0,NA
"Santa Fe Springs",2020-03-21,6,0,0,NA
"Shadow Hills",2020-03-21,6,0,0,NA
"Signal Hill",2020-03-21,6,0,0,NA
"South Park",2020-03-21,6,0,0,NA
"South San Gabriel",2020-03-21,6,0,0,NA
"St Elmo Village",2020-03-21,6,0,0,NA
"Sun Village",2020-03-21,6,0,0,NA
"Sycamore Square",2020-03-21,6,0,0,NA
"Toluca Woods",2020-03-21,6,0,0,NA
"Pomona",2020-03-21,6,0,0,NA
"University Hills",2020-03-21,6,0,0,NA
"Valinda",2020-03-21,6,0,0,NA
"Valley Village",2020-03-21,6,0,0,NA
"Vermont Square",2020-03-21,6,0,0,NA
"Vernon",2020-03-21,6,0,0,NA
"View Park Windsor Hills",2020-03-21,6,0,0,NA
"Wellington Square",2020-03-21,6,0,0,NA
"West Carson",2020-03-21,6,0,0,NA
"West Rancho Dominguez",2020-03-21,6,0,0,NA
"West Whittier Los Nietos",2020-03-21,6,0,0,NA
"Westhills",2020-03-21,6,0,0,NA
"Westlake Village",2020-03-21,6,0,0,NA
"White Fence Farms",2020-03-21,6,0,0,NA
"Wilshire Center",2020-03-21,6,0,0,NA
"Wiseburn",2020-03-21,6,0,0,NA
"West Hollywood",2020-03-22,7,19,1,NA
"Hollywood",2020-03-22,7,12,0,NA
"Beverly Hills",2020-03-22,7,8,1,NA
"Lomita",2020-03-22,7,8,1,NA
"Tarzana",2020-03-22,7,8,8,NA
"Manhattan Beach",2020-03-22,7,7,0,NA
"Santa Monica",2020-03-22,7,7,2,NA
"Venice",2020-03-22,7,7,1,NA
"Glendale",2020-03-22,7,6,6,NA
"Century City",2020-03-22,7,4,0,NA
"Lancaster",2020-03-22,7,4,1,NA
"Park La Brea",2020-03-22,7,4,0,NA
"Studio City",2020-03-22,7,4,0,NA
"West Hills",2020-03-22,7,4,0,NA
"Torrance",2020-03-22,7,3,1,NA
"Calabasas",2020-03-22,7,2,2,NA
"Koreatown",2020-03-22,7,2,1,NA
"Van Nuys",2020-03-22,7,2,0,NA
"Century Palms Cove",2020-03-22,7,1,0,NA
"Lakewood",2020-03-22,7,1,0,NA
"Los Feliz",2020-03-22,7,1,1,NA
"Paramount",2020-03-22,7,1,1,NA
"San Dimas",2020-03-22,7,1,0,NA
"Stevenson Ranch",2020-03-22,7,1,0,NA
"Sylmar",2020-03-22,7,1,0,NA
"West Covina",2020-03-22,7,1,0,NA
"Agua Dulce",2020-03-22,7,0,0,NA
"Alsace",2020-03-22,7,0,0,NA
"Angelino Heights",2020-03-22,7,0,0,NA
"Artesia",2020-03-22,7,0,0,NA
"Azusa",2020-03-22,7,0,0,NA
"Bell Gardens",2020-03-22,7,0,0,NA
"Beverly Crest",2020-03-22,7,0,0,NA
"Bouquet Canyon",2020-03-22,7,0,0,NA
"Bradbury",2020-03-22,7,0,0,NA
"Brookside",2020-03-22,7,0,0,NA
"Cadillac Corning",2020-03-22,7,0,0,NA
"Canyon Country",2020-03-22,7,0,0,NA
"Carthay",2020-03-22,7,0,0,NA
"Central",2020-03-22,7,0,0,NA
"Country Club Park",2020-03-22,7,0,0,NA
"Crenshaw District",2020-03-22,7,0,0,NA
"Cudahy",2020-03-22,7,0,0,NA
"Del Aire",2020-03-22,7,0,0,NA
"Desert View Highlands",2020-03-22,7,0,0,NA
"Downey",2020-03-22,7,0,0,NA
"Duarte",2020-03-22,7,0,0,NA
"East Covina",2020-03-22,7,0,0,NA
"East Lancaster",2020-03-22,7,0,0,NA
"East Whittier",2020-03-22,7,0,0,NA
"El Monte",2020-03-22,7,0,0,NA
"Elysian Valley",2020-03-22,7,0,0,NA
"Florence Firestone",2020-03-22,7,0,0,NA
"Glassell Park",2020-03-22,7,0,0,NA
"Gramercy Place",2020-03-22,7,0,0,NA
"Hacienda Heights",2020-03-22,7,0,0,NA
"Hawaiian Gardens",2020-03-22,7,0,0,NA
"Historic Filipinotown",2020-03-22,7,0,0,NA
"Industry",2020-03-22,7,0,0,NA
"Kagel Lopez Canyons",2020-03-22,7,0,0,NA
"La Habra Heights",2020-03-22,7,0,0,NA
"La Rambla",2020-03-22,7,0,0,NA
"Lafayette Square",2020-03-22,7,0,0,NA
"Lakeview Terrace",2020-03-22,7,0,0,NA
"Llano",2020-03-22,7,0,0,NA
"Longwood",2020-03-22,7,0,0,NA
"Mandeville Canyon",2020-03-22,7,0,0,NA
"Maywood",2020-03-22,7,0,0,NA
"Mid city",2020-03-22,7,0,0,NA
"Montebello",2020-03-22,7,0,0,NA
"North Hills",2020-03-22,7,0,0,NA
"Northeast San Gabriel",2020-03-22,7,0,0,NA
"Other",2020-03-22,7,0,0,NA
"Palmdale",2020-03-22,7,0,0,NA
"Panorama City",2020-03-22,7,0,0,NA
"Playa Del Rey",2020-03-22,7,0,0,NA
"Rancho Dominguez",2020-03-22,7,0,0,NA
"Rancho Park",2020-03-22,7,0,0,NA
"Regent Square",2020-03-22,7,0,0,NA
"Rowland Heights",2020-03-22,7,0,0,NA
"San Pasqual",2020-03-22,7,0,0,NA
"Santa Catalina Island",2020-03-22,7,0,0,NA
"Santa Fe Springs",2020-03-22,7,0,0,NA
"Shadow Hills",2020-03-22,7,0,0,NA
"Signal Hill",2020-03-22,7,0,0,NA
"South El Monte",2020-03-22,7,0,0,NA
"South Park",2020-03-22,7,0,0,NA
"South San Gabriel",2020-03-22,7,0,0,NA
"St Elmo Village",2020-03-22,7,0,0,NA
"Sun Village",2020-03-22,7,0,0,NA
"Sycamore Square",2020-03-22,7,0,0,NA
"Toluca Woods",2020-03-22,7,0,0,NA
"Pomona",2020-03-22,7,0,0,NA
"University Hills",2020-03-22,7,0,0,NA
"Valinda",2020-03-22,7,0,0,NA
"Valley Village",2020-03-22,7,0,0,NA
"Vermont Square",2020-03-22,7,0,0,NA
"Vernon",2020-03-22,7,0,0,NA
"View Park Windsor Hills",2020-03-22,7,0,0,NA
"Wellington Square",2020-03-22,7,0,0,NA
"West Carson",2020-03-22,7,0,0,NA
"West Rancho Dominguez",2020-03-22,7,0,0,NA
"West Whittier Los Nietos",2020-03-22,7,0,0,NA
"Westhills",2020-03-22,7,0,0,NA
"Westlake Village",2020-03-22,7,0,0,NA
"White Fence Farms",2020-03-22,7,0,0,NA
"Willowbrook",2020-03-22,7,0,0,NA
"Wilshire Center",2020-03-22,7,0,0,NA
"Wiseburn",2020-03-22,7,0,0,NA
"West Hollywood",2020-03-23,8,23,4,NA
"Hollywood",2020-03-23,8,14,2,NA
"Beverly Hills",2020-03-23,8,12,4,NA
"Santa Monica",2020-03-23,8,12,5,NA
"Glendale",2020-03-23,8,9,3,NA
"Manhattan Beach",2020-03-23,8,9,2,NA
"Lomita",2020-03-23,8,8,0,NA
"Tarzana",2020-03-23,8,8,0,NA
"Lancaster",2020-03-23,8,7,3,NA
"Studio City",2020-03-23,8,7,3,NA
"Venice",2020-03-23,8,7,0,NA
"Park La Brea",2020-03-23,8,6,2,NA
"Century City",2020-03-23,8,4,0,NA
"Torrance",2020-03-23,8,4,1,NA
"Van Nuys",2020-03-23,8,4,2,NA
"West Hills",2020-03-23,8,4,0,NA
"Calabasas",2020-03-23,8,3,1,NA
"Koreatown",2020-03-23,8,3,1,NA
"Wilmington",2020-03-23,8,3,3,NA
"Downtown",2020-03-23,8,2,2,NA
"Los Feliz",2020-03-23,8,2,1,NA
"Paramount",2020-03-23,8,2,1,NA
"Stevenson Ranch",2020-03-23,8,2,1,NA
"Century Palms Cove",2020-03-23,8,1,0,NA
"Duarte",2020-03-23,8,1,1,NA
"Lakewood",2020-03-23,8,1,0,NA
"Palmdale",2020-03-23,8,1,1,NA
"San Dimas",2020-03-23,8,1,0,NA
"South Gate",2020-03-23,8,1,1,NA
"South Park",2020-03-23,8,1,1,NA
"Sylmar",2020-03-23,8,1,0,NA
"West Covina",2020-03-23,8,1,0,NA
"Wilshire Center",2020-03-23,8,1,1,NA
"Adams Normandie",2020-03-23,8,0,0,NA
"Agua Dulce",2020-03-23,8,0,0,NA
"Alsace",2020-03-23,8,0,0,NA
"Angelino Heights",2020-03-23,8,0,0,NA
"Artesia",2020-03-23,8,0,0,NA
"Azusa",2020-03-23,8,0,0,NA
"Bell Gardens",2020-03-23,8,0,0,NA
"Beverly Crest",2020-03-23,8,0,0,NA
"Bouquet Canyon",2020-03-23,8,0,0,NA
"Bradbury",2020-03-23,8,0,0,NA
"Brookside",2020-03-23,8,0,0,NA
"Cadillac Corning",2020-03-23,8,0,0,NA
"Canyon Country",2020-03-23,8,0,0,NA
"Carthay",2020-03-23,8,0,0,NA
"Central",2020-03-23,8,0,0,NA
"Claremont",2020-03-23,8,0,0,NA
"Commerce",2020-03-23,8,0,0,NA
"Country Club Park",2020-03-23,8,0,0,NA
"Crenshaw District",2020-03-23,8,0,0,NA
"Cudahy",2020-03-23,8,0,0,NA
"Del Aire",2020-03-23,8,0,0,NA
"Desert View Highlands",2020-03-23,8,0,0,NA
"Downey",2020-03-23,8,0,0,NA
"East Covina",2020-03-23,8,0,0,NA
"East Lancaster",2020-03-23,8,0,0,NA
"East Whittier",2020-03-23,8,0,0,NA
"El Monte",2020-03-23,8,0,0,NA
"Elysian Valley",2020-03-23,8,0,0,NA
"Exposition",2020-03-23,8,0,0,NA
"Figueroa Park Square",2020-03-23,8,0,0,NA
"Florence Firestone",2020-03-23,8,0,0,NA
"Glassell Park",2020-03-23,8,0,0,NA
"Gramercy Place",2020-03-23,8,0,0,NA
"Hacienda Heights",2020-03-23,8,0,0,NA
"Hawaiian Gardens",2020-03-23,8,0,0,NA
"Historic Filipinotown",2020-03-23,8,0,0,NA
"Huntington Park",2020-03-23,8,0,0,NA
"Industry",2020-03-23,8,0,0,NA
"Kagel Lopez Canyons",2020-03-23,8,0,0,NA
"La Habra Heights",2020-03-23,8,0,0,NA
"La Rambla",2020-03-23,8,0,0,NA
"Lafayette Square",2020-03-23,8,0,0,NA
"Lakeview Terrace",2020-03-23,8,0,0,NA
"Leona Valley",2020-03-23,8,0,0,NA
"Llano",2020-03-23,8,0,0,NA
"Longwood",2020-03-23,8,0,0,NA
"Mandeville Canyon",2020-03-23,8,0,0,NA
"Maywood",2020-03-23,8,0,0,NA
