,Place,TotalPopulation,pop18OrLess,pop19To49,pop50To64,pop65AndUp,cityCase_18OrLess,cityCase_19To49,cityCase_50To64,cityCase_65AndUp,sumOfcityCase,Cases,rscore_18OrLess,rscore_19to49,rscore_50to65,rscore_65andUp
156,Santa Clarita,157447,49438.35799999999,77306.477,19995.769,10706.396,1225.4178887209898,4593.169245945061,902.4502315671167,377.96263376683214,7099.000000000001,7099.0,0.024786783750402674,0.059415063577985344,0.04513205926549345,0.03530250831062405
157,Reseda,62174,17906.112,30465.26,7709.576,6155.226000000001,664.058180098331,2708.233534937393,520.5953686479572,325.11291631631883,4218.0,4218.0,0.037085559394375,0.08889579589793073,0.06752581058257383,0.052819005559880144
158,Stevenson Ranch,8609,2780.707,4640.251,878.1179999999999,301.31500000000005,,,,,,,,,,
159,Alondra Park,8604,2581.2,4267.584,1015.272,739.944,,,,,,,,,,
160,Palms,42545,7317.74,28079.699999999997,4382.135,2765.425,74.49327930343344,685.1867719010061,81.22520997400675,40.09473882155379,881.0,881.0,0.010179820450498847,0.024401499015338703,0.01853553347261249,0.01449858116620548
161,Mid-City,52197,15659.099999999999,25628.727,6524.625,4332.351000000001,,,,,,,,,,
162,East Hollywood,73967,21302.496000000003,38462.840000000004,7618.601000000001,6583.063000000001,171.20180457724177,740.9613967774374,111.48541298588425,75.35138565943654,1099.0,1099.0,0.008036701641781403,0.01926434441079851,0.01463331824122096,0.01144625012086874
163,Montecito Heights,16768,4913.023999999999,7914.495999999999,2313.9840000000004,1592.96,,,,,,,,,,
164,Montebello,61960,18649.96,27881.999999999996,7683.04,7745.0,648.5867664354192,2324.290942128091,486.5060492865791,383.61624214991076,3843.0,3843.0,0.03477684490666035,0.08336170081515283,0.06332207684543867,0.049530825326005265
165,Chesterfield Square,6062,2121.7,2582.4120000000003,721.378,636.51,,,,,,,,,,
166,Arlington Heights,22096,6672.992,10915.423999999999,2607.328,1900.2559999999999,,,,,,,,,,
167,Jefferson Park,23130,7378.469999999998,10662.93,2590.56,2498.0400000000004,78.5957771814634,272.26125584799155,50.24484656089546,37.89812040964961,439.0,439.0,0.010652042656738242,0.025533437418044716,0.019395361065134745,0.015171142339453972
168,Lake View Terrace,11803,3883.1870000000004,5417.576999999999,1569.799,920.634,,,,,,,,,,
169,Lancaster,120783,41066.219999999994,55077.048,13769.262,10749.687000000002,1414.3393054402732,4546.9054649416685,863.4645599974541,527.2906696206052,7352.000000000001,7352.0,0.034440455085475934,0.08255535890270786,0.06270957441273571,0.04905172305208562
170,Downey,107323,32948.16100000001,49368.579999999994,13093.405999999999,12020.176,1170.0406416087774,4202.3942336309665,846.6177595412807,607.9473652189755,6827.0,6827.0,0.03551156137693928,0.08512285007247458,0.06465985699529067,0.05057724322996398
171,Hollywood,77818,15797.054000000002,47002.072,8093.072000000001,6925.802000000001,221.27385103031727,1578.1467431612823,206.4107765160238,138.16862929237695,2144.0000000000005,2144.0,0.014007285854078694,0.03357611007364276,0.0255046262427943,0.019949838198143253
172,Avalon,3181,1005.196,1450.5359999999998,413.53000000000003,311.738,0.8849880992632067,3.0611991144705524,0.6629162611238637,0.3908965251423769,5.0,5.0,0.0008804134708685735,0.002110391685880635,0.001603066914429095,0.0012539264547228022
173,Pico Rivera,63151,20524.075,27912.742000000002,7578.12,7136.063,776.0504599522453,2529.9110816332573,521.738418780235,384.3000396342629,4212.0,4212.0,0.03781171428930392,0.09063642266436085,0.06884800171813524,0.0538532296637884
174,Castaic,16843,3604.402,11604.827000000001,1246.382,370.54600000000005,,,,,,,,,,
175,Long Beach,462731,141595.686,226275.459,53214.065,41645.79,,,,,,,,,,
176,Hyde Park,36635,11796.470000000001,16082.765,5018.994999999999,3773.405,223.70560064605138,731.0749345235724,173.30317709683058,101.91628773354566,1230.0,1230.0,0.0189637748111131,0.045457042649293976,0.034529458008392244,0.02700910390841843
177,Elysian Valley,7387,2289.97,3479.2769999999996,982.471,635.2819999999999,73.21771331378548,266.6562472349445,57.19671417252923,28.929325278740688,425.99999999999994,426.0,0.03197321943684218,0.07664128128773436,0.05821720353326381,0.04553776949250993
178,Elysian Park,2530,829.84,1135.97,336.49,230.23,33.98106122141482,111.50281284099897,25.088789451341654,13.427336486244545,184.0,184.0,0.04094893138606818,0.09815647670360922,0.07456028247894932,0.05832140245078637
179,Harbor City,23561,7351.032,11733.378,2638.832,1837.758,139.99936402751956,535.6451783257501,91.5070307407658,49.848426905964565,816.9999999999999,817.0,0.01904485846715394,0.045651403911622895,0.034677096056424134,0.027124587081631294
180,Koreatown,115070,29918.2,65359.76000000001,12542.63,7134.34,247.9701809466626,1298.5265538122237,189.28560209014498,84.21766315096885,1820.0,1820.0,0.008288272053354232,0.019867370287348415,0.015091380523075702,0.011804548584868235
181,Glassell Park,23467,7392.1050000000005,11240.693,2909.908,1900.827,202.16371416381247,736.8932117794709,144.90364534782643,74.03942870889014,1158.0,1158.0,0.027348598831295343,0.06555585245317802,0.0497966414566462,0.03895116636542418
182,Echo Park,40455,11893.770000000002,20632.05,4652.325,3276.855,74.72746010494325,310.7273315230775,53.22255301500957,29.322655356969683,468.0,468.0,0.006282907783229643,0.015060419663730822,0.011439990330643187,0.008948414060728865
183,Harvard Heights,18587,5669.035,9349.261,2100.331,1486.96,137.6361562160797,544.0979248922138,92.84876074766849,51.417158144038005,826.0,826.0,0.024278586428921275,0.05819689116521763,0.044206727771798106,0.03457870967883333
184,Avocado Heights,17415,5642.459999999999,7906.409999999999,2229.12,1619.5950000000003,,,,,,,,,,
185,North Hollywood,77848,22809.464000000004,42271.46399999999,7551.255999999999,5215.816000000001,1136.438082241748,5048.407185024283,685.0383176052746,370.11641512869454,7240.0,7240.0,0.04982309458222024,0.11942825507591323,0.09071846029392656,0.07096040487791258
186,Vincent,15032,4975.592,7275.487999999999,1638.488,1142.432,,,,,,,,,,
187,Canoga Park,53227,16074.554,27997.402000000002,5056.5650000000005,4098.479,573.5657106680736,2394.629727669225,328.5222695175038,208.28229214519794,3505.0000000000005,3505.0,0.03568159406899088,0.08553042627559602,0.06496945446513666,0.05081941182209252
188,Val Verde,1888,677.7919999999999,919.456,185.024,103.84,,,,,,,,,,
189,Bellflower,72829,24252.057,34156.801,8448.163999999999,5971.977999999999,698.0025297041078,2356.4704285883117,442.7267102088873,244.8003314986929,3742.0,3742.0,0.02878116811716663,0.0689897870877402,0.05240507999239685,0.04099149921494904
190,West Whittier-Los Nietos,25880,8799.2,11335.44,3027.96,2691.5200000000004,,,,,,,,,,
191,Inglewood,112482,37906.433999999994,52866.53999999999,13722.804,7873.740000000001,876.7351517380864,2930.9793919839153,577.9141407881096,259.3713154898891,4645.0,4645.0,0.023128927182601417,0.05544110494055249,0.042113415070863774,0.03294131067191565
192,Arleta,31068,10221.372000000001,14633.027999999998,3666.0240000000003,2516.5080000000003,483.8699322415454,1660.4661759141716,315.9946407734694,169.66925107081389,2630.0000000000005,2630.0,0.04733903944025766,0.11347386035987711,0.08619546428868698,0.0674224962014084
193,Norwalk,103223,34889.374,47069.688,11973.867999999999,9393.293,1085.0344766299347,3508.8763856844234,678.0313876862064,416.0577499994362,5688.000000000001,5688.0,0.031099281879632883,0.07454641266550191,0.05662592803647129,0.04429306633993385
194,El Sereno,40954,13228.142,19125.518,4668.756,3890.63,399.65741832161564,1385.092013794687,256.8355754025177,167.41499248117972,2209.0,2209.0,0.030212664660056995,0.07242115030791256,0.05501156526546208,0.0430303042132456
195,South Whittier,55285,19128.61,25707.524999999998,6081.35,4367.515,,,,,,,,,,
196,Sun Valley,75848,25636.623999999996,36558.736,8115.736,5461.0560000000005,588.1383087865594,2010.4172162901543,339.0092261680364,178.43524875524966,3116.0,3116.0,0.022941332243534073,0.05499143122153224,0.04177184006084431,0.0326741290979711
197,Lawndale,31729,10502.298999999999,16372.164,3236.3579999999997,1586.45,204.42501503788466,763.8923038553363,114.70205222894603,43.9806288778332,1127.0000000000002,1127.0,0.01946478718972719,0.04665799242270822,0.03544170707596194,0.027722669405170788
198,West Puente Valley,23866,8138.306,10882.895999999999,2577.5280000000002,2291.136,,,,,,,,,,
199,Van Nuys,103770,32791.32,54583.020000000004,9443.07,6952.59,954.2076834222225,3807.307541908785,500.33650537175674,288.1482692972349,5550.0,5550.0,0.029099398359755647,0.06975259965294674,0.0529845172567562,0.041444737759199796
200,Valinda,21568,7484.096,9878.144,2674.432,1531.328,,,,,,,,,,
201,North Hills,53095,18052.300000000003,25644.885,5203.31,4194.505,636.0049119390533,2165.73378667731,333.78944571793676,210.47185566569968,3346.0,3346.0,0.03523123989403307,0.08445090655221539,0.06414944443401156,0.05017799613201073
202,Highland Park,57566,18824.082000000002,27804.378,6504.9580000000005,4375.016,361.58253267278263,1280.2158767711953,227.5113697595388,119.69022079648305,1989.0,1989.0,0.01920850815847395,0.04604367976766807,0.03497507128555462,0.027357664702593786
203,Sylmar,69499,23907.656,32456.033,7853.387000000001,5281.924,1155.0436908819472,3758.6616997767137,690.8494005376483,363.4452088036899,5967.999999999999,5968.0,0.04831271166365901,0.11580779757577625,0.08796833780605084,0.06880924617690257
204,West Adams,21764,7595.6359999999995,9967.912,2306.984,1871.704,276.8492146082928,870.882843933967,153.1047645810462,97.16317687669397,1398.0000000000002,1398.0,0.03644845732579771,0.08736863286252597,0.0663657678514659,0.0519116146979939
205,Harvard Park,10297,3737.8109999999997,4448.304,1184.155,926.73,516.6599075649173,1473.8669218389857,298.03066316179036,182.4425074343067,2471.0,2471.0,0.1382252627446699,0.33133232841977206,0.25168213887691254,0.1968669487707387
206,Palmdale,117432,46150.776000000005,52844.399999999994,11743.2,6811.056,1995.8289333972182,5477.9702081725045,924.6890947307932,419.51176369948445,8818.0,8818.0,0.04324583693667942,0.10366226521963548,0.07874251436838282,0.06159276383860072
207,West Compton,5444,1997.9479999999999,2319.1440000000002,544.4,582.508,,,,,,,,,,
208,Irwindale,1472,471.0400000000001,680.0640000000001,151.616,169.28,18.52968612387663,64.12633927217223,10.859761341934032,9.484213262017105,103.0,103.0,0.03933781870727884,0.09429456532351695,0.07162675009190343,0.05602677966692524
209,Westwood,47916,5941.584,31624.56,4647.852,5749.92,52.71382789969678,672.5478568249367,75.08264705965965,72.65566821570671,872.9999999999998,873.0,0.008872015930380986,0.021266631277239482,0.0161542680489094,0.012635944189781199
210,Lake Los Angeles,11141,4768.348,4467.541,1281.2150000000001,623.896,,,,,,,,,,
211,Lincoln Heights,26616,9049.44,12136.896,2714.832,2714.832,337.48495438927966,1084.9675021727005,184.3489391292472,144.19860430877287,1751.0000000000002,1751.0,0.03729346284292505,0.0893941500506143,0.06790436355886745,0.05311511147237578
212,Westlake,103839,30944.021999999997,55969.221000000005,8930.153999999999,7891.764,530.3410394238359,2299.344926070849,278.6778135988093,192.63622090650563,3300.9999999999995,3301.0,0.01713872357716899,0.04108231068770546,0.0312063838539413,0.024409779728145144
213,Cypress Park,9764,3183.0640000000003,4637.9,1122.8600000000001,820.176,,,,,,,,,,
214,Harbor Gateway,39688,13295.479999999998,19486.808,4048.176,2897.2239999999997,298.9938422785141,1050.4498360960752,165.7610850325196,92.79523659289114,1607.9999999999998,1608.0,0.022488382689343608,0.053905690254457024,0.04094710433353678,0.032029016946184055
215,Commerce,12583,4404.049999999999,5561.686,1333.798,1296.0490000000002,197.49052306787976,597.82885557195,108.90530933281543,82.77531202735477,987.0,987.0,0.04484293390580938,0.10749058029740444,0.0816505267910249,0.06386742478668227
216,Pico-Union,42324,13839.947999999999,21415.944,4147.752,3005.004,,,,,,,,,,
217,Hawthorne,86265,28208.654999999995,44253.945,8626.5,5175.9,599.6067474530762,2254.823290996183,333.8748690160357,156.69509253470466,3344.999999999999,3345.0,0.0212561267970088,0.050951916060730476,0.038703398715126146,0.03027397989426084
218,Athens,9101,3276.3599999999997,3931.6319999999996,1237.736,664.3729999999999,,,,,,,,,,
219,Azusa,44384,14868.639999999998,22280.768,4127.712,3106.88,453.19115688483834,1627.8587765276498,229.07861057851477,134.8714560089974,2445.0,2445.0,0.03047966437312615,0.07306116093160028,0.05549772139590038,0.04341057781729497
220,Exposition Park,31062,11058.072,14816.574,2981.952,2174.34,444.5268250201784,1427.7190129526618,218.26504064590407,124.4891213812555,2215.0,2215.0,0.040199306445117954,0.09635959115465301,0.07319535681523513,0.057253751198642115
221,Citrus,11964,4211.3279999999995,5766.648,1304.076,681.948,,,,,,,,,,
222,El Monte,116249,41500.893,55334.524000000005,11857.398,7672.434,1392.4814549525242,4450.456340512548,724.4131870995498,366.6490174353774,6934.0,6934.0,0.03355304800194358,0.08042820320479395,0.06109377344840325,0.04778783596383852
223,San Fernando,23534,8401.637999999999,11202.184,2329.866,1600.3120000000001,381.5153062206609,1219.3463744407395,192.63886764838884,103.49945169021093,1897.0000000000002,1897.0,0.04540963395717132,0.10884898645127947,0.08268238072420854,0.06467454576995668
224,Adams-Normandie,17596,5736.295999999999,8833.192000000001,1601.2359999999999,1442.8719999999998,,,,,,,,,,
225,South San Jose Hills,20257,7353.291,9378.991,2289.041,1235.677,,,,,,,,,,
226,Pomona,150269,54547.647,71678.313,14125.286,10068.023000000001,1975.3410245812825,6222.003137413295,931.3829510305828,519.272886974839,9647.999999999998,9648.0,0.03621312986390197,0.08680454208532078,0.06593728091810551,0.05157645021021892
227,La Puente,41009,14517.186,19356.248,3977.8729999999996,3157.6929999999998,509.1134628204567,1627.157927734737,254.0083688957802,157.7202405490261,2548.0,2548.0,0.03506970722979348,0.08406370530769895,0.06385532391199523,0.04994793368102159
228,Vermont Square,45284,16256.956,20830.64,4347.264,3803.856,107.94066619655999,331.53155116244864,52.55655020582842,35.97123243516296,528.0,528.0,0.0066396603519478055,0.015915572020948402,0.0120895694868838,0.009456517921594024
229,Baldwin Park,75753,27725.597999999998,35528.157,7878.312000000001,4620.933,1014.8375461524723,3117.2000332464127,525.0658251429336,240.8965954581808,4897.999999999999,4898.0,0.03660290920154265,0.08773886113052283,0.06664699559282922,0.05213159235552232
230,Panorama City,65766,23807.291999999998,32422.638,5392.811999999999,4077.492,1037.2157449468618,3385.9757065213907,427.7985956135074,253.0099529182396,5103.999999999999,5104.0,0.04356714509768108,0.10443245569720117,0.07932755594178093,0.062050386099651356
231,East Los Angeles,125897,45448.816999999995,58290.311,11582.524,10449.451000000001,,,,,,,,,,
232,Westmont,31467,12460.932,13751.079,3304.035,1982.421,,,,,,,,,,
233,South El Monte,20935,7348.1849999999995,10027.865000000002,2093.5,1486.3849999999998,262.89733589301255,859.9851864730018,136.37791315364487,75.73956448034073,1335.0,1335.0,0.035777179792426644,0.08575954966216653,0.06514349804329825,0.050955549524746784
234,Boyle Heights,92756,33948.695999999996,42946.028,8811.82,7142.2119999999995,1387.634146864931,4207.763018910562,655.8166980369856,415.78613618752166,6667.0,6667.0,0.04087444616031588,0.09797793218293814,0.0744246589282334,0.05821531707369113
235,Willowbrook,34336,13356.704,14661.472,3364.9280000000003,2952.8959999999997,,,,,,,,,,
236,Vermont-Slauson,26797,10290.048,11924.665,2626.106,1956.1809999999998,,,,,,,,,,
237,Walnut Park,16180,5663.0,7750.219999999999,1618.0,1148.78,,,,,,,,,,
238,Compton,94384,37847.984000000004,41057.04,8588.944,6890.031999999999,1476.7953140350974,3840.0915500183814,610.2141825677728,382.898953378748,6309.999999999999,6310.0,0.039019127519053516,0.09353064785036577,0.07104647353245903,0.055572884622124834
239,Bell,36667,13493.456,18040.164,3263.3630000000003,1870.0169999999998,511.5139363352817,1639.2724614657784,225.249912312436,100.96368988650381,2477.0,2477.0,0.03790829690594327,0.09086793564990753,0.06902386045084043,0.053990787188835085
240,Paramount,55319,21297.815,26331.844,4812.753,2821.269,820.8174281906579,2432.591476432228,337.7303298424892,154.86076553462476,3745.999999999999,3746.0,0.03853998300720792,0.0923821163619315,0.07017404172673919,0.05489046437423187
241,Pacoima,75014,28055.236,35331.594,7051.316,4575.854,1383.4043312642834,4176.1378355821535,633.0971440625315,321.3606890910326,6514.000000000001,6514.0,0.04931002295843397,0.11819839873576476,0.0897842536148616,0.07022966403452396
242,Wilmington,51517,19370.392,24367.541,4636.53,3091.02,601.8972984177957,1814.9809798049105,262.32641881976,136.7953029575339,2816.0,2816.0,0.031073057190468614,0.07448355087634449,0.05657817782258716,0.044255715898808126
243,Green Meadows,28381,11522.686000000002,12288.973,2270.48,2270.48,335.56758994214294,857.8636380383614,120.39513392228837,94.17363809720707,1407.9999999999998,1408.0,0.029122340914448496,0.06980759401443566,0.05302629132266674,0.04147741362936783
244,Huntington Park,61370,23075.12,29887.19,5216.450000000001,3191.2400000000002,937.9890393047964,2912.1602404515666,386.0946788815503,184.75604136208653,4421.0,4421.0,0.040649367773809904,0.0974384089120311,0.07401483362853094,0.0578947498032384
245,Vermont Vista,23291,9293.109,10038.421,2352.3909999999996,1560.497,667.6991640002925,1728.867042091176,307.7473220614471,159.6864718470847,2864.0,2864.0,0.07184884670999689,0.17222499854221854,0.1308232016112318,0.10233052152428662
246,Hawaiian Gardens,14915,5757.1900000000005,6831.070000000001,1387.0950000000003,939.645,185.59074805058634,527.8504351774368,81.41734538164809,43.1414713903288,838.0000000000001,838.0,0.03223634239109467,0.07727199914177965,0.05869630081692175,0.045912521633519894
247,South Gate,96418,36060.332,46377.058000000005,8774.038,5206.572000000001,1487.4763921201734,4585.63986501041,658.9991338455507,305.8846090238666,7038.000000000001,7038.0,0.04124965882510936,0.09887733424165046,0.07510785043848119,0.058749712675416094
248,Vermont Knolls,20616,7999.008,9297.816,1979.136,1340.04,237.9693972903836,663.0439479206996,107.20760400863458,56.77905078028227,1065.0,1065.0,0.029749863644389855,0.07131179493342302,0.054168891884455936,0.04237116114465409
249,Florence,43815,17964.15,19935.824999999997,3286.125,2585.085,,,,,,,,,,
250,University Park,23596,5167.524,15927.3,1392.164,1085.416,172.04463196960378,1271.0925489336446,84.39447100521632,51.468348091535354,1579.0,1579.0,0.033293436463885565,0.07980590237727955,0.0606210697915018,0.04741808494764713
251,Broadway-Manchester,23471,9623.11,10515.008,1971.564,1361.318,,,,,,,,,,
252,Maywood,28083,10952.37,13704.503999999999,2246.64,1207.569,457.624688594957,1372.5906926916653,170.92272112550694,71.86189758787137,2073.0000000000005,2073.0,0.0417831655244442,0.10015617440015818,0.07607926553676021,0.05950955811872562
253,Lynwood,69899,28029.499,33411.722,5661.819,2865.8589999999995,1184.92442042718,3385.716284632538,435.80907378285127,172.5502211574305,5179.0,5179.0,0.04227419192997991,0.10133318733564639,0.07697333203036891,0.060208901120896226
254,Lennox,22950,9340.650000000001,11153.699999999999,1514.7,940.9499999999999,,,,,,,,,,
255,Historic South-Central,49728,19443.648,24565.632,3779.328,1939.392,,,,,,,,,,
256,South Park,30496,12228.896,14668.576,2104.224,1524.8000000000002,673.3615846307835,1936.0894939738462,210.96869976209263,119.58022163327772,2939.9999999999995,2940.0,0.0550631540762783,0.13198891930435827,0.1002596205356904,0.07842354514249587
257,East Compton,13802,5769.236000000001,6252.3060000000005,1269.7839999999999,510.6740000000001,,,,,,,,,,
258,Cudahy,24208,10094.736,11426.176,1791.3920000000003,919.904,429.17750230354096,1164.445803189581,138.67481163835367,55.7018828685242,1788.0,1788.0,0.04251498031286216,0.10191036819226144,0.07741176227110183,0.06055184331030651
259,Central-Alameda,40947,17033.952,19408.878,2702.502,1801.6680000000001,,,,,,,,,,
260,Florence-Firestone,60154,25144.372000000003,27610.686,4391.241999999999,2947.5460000000003,,,,,,,,,,
261,Bell Gardens,44054,18194.302,20793.487999999998,3304.0499999999997,1762.16,767.8088304146686,2103.397909107105,253.8804656597034,105.91279481852281,3231.0,3231.0,0.042200510380374506,0.10115656926375725,0.07683917182237054,0.06010396037733396
262,Vernon,94,42.017999999999994,39.010000000000005,9.964,3.008,7.182406331142922,15.984053805621489,3.1012250617156707,0.7323148015199151,26.999999999999996,27.0,0.1709364160869847,0.40974247130534447,0.3112429809028172,0.2434557185903973
263,Watts,36815,16787.64,15462.300000000001,2650.6800000000003,1914.38,797.765528416937,1761.311223456094,229.35483091805227,129.56841720891657,2918.0,2918.0,0.04752100524057801,0.113910040773759,0.08652678969851217,0.06768166049003675
