"place_ID","longitude","latitude","population","cumulative_cases_today","adj_case_rate","cumulative_deaths_today","adj_death_rate","cumulative_persons_tested_today","adj_test_rate","cumulative_persons_pos_today","adj_test_pos_rate","geo_merge"
"Park La Brea",-118.355627,34.069731,13580,215,1302,1,8,4753,31425,205,1241,"Los Angeles - Park La Brea"
"Pico Union",-118.280491,34.045762,41842,2617,6232,100,286,14965,34974,2507,5951,"Los Angeles - Pico-Union"
"Playa Del Rey",-118.446368,33.961018,3196,49,1710,0,0,1269,42948,44,1547,"Los Angeles - Playa Del Rey"
"Playa Vista",-118.414497,33.979496,10947,216,1962,0,0,5509,49526,195,1733,"Los Angeles - Playa Vista"
"Porter Ranch",-118.557024,34.279694,35588,788,2340,7,11,12470,35681,727,2163,"Los Angeles - Porter Ranch"
"Rancho Park",-118.429114,34.036458,6560,140,2422,0,0,3465,57824,134,2332,"Los Angeles - Rancho Park"
"Regent Square",-118.38321,34.03281,2780,69,2415,0,0,980,33315,69,2407,"Los Angeles - Regent Square"
"Reseda",-118.538571,34.198926,76617,4218,5390,109,129,33408,42236,4138,5299,"Los Angeles - Reseda"
"Reseda Ranch",-118.552574,34.21498,4636,227,4696,1,23,1869,38957,220,4515,"Los Angeles - Reseda Ranch"
"Reynier Village",-118.387153,34.036336,4228,69,1747,0,0,1709,40497,65,1650,"Los Angeles - Reynier Village"
"San Pedro",-118.284679,33.736684,78038,2767,3555,30,35,20630,26108,2401,3086,"Los Angeles - San Pedro"
"Shadow Hills",-118.359629,34.254439,4442,134,3129,0,0,1710,37420,129,3041,"Los Angeles - Shadow Hills"
"Sherman Oaks",-118.439071,34.15242,87254,2073,2589,32,31,40594,48367,1907,2389,"Los Angeles - Sherman Oaks"
"South Carthay",-118.374921,34.056936,10595,223,2602,2,12,4698,50879,189,2132,"Los Angeles - South Carthay"
"South Park",-118.274297,33.999717,37961,2940,7899,33,134,13753,37244,2881,7735,"Los Angeles - South Park"
"St Elmo Village",-118.342305,34.042791,4584,235,5204,8,264,1925,41876,225,4972,"Los Angeles - St Elmo Village"
"Studio City",-118.389205,34.137441,22440,466,2411,11,41,12030,57032,408,2116,"Los Angeles - Studio City"
"Sun Valley",-118.355481,34.227522,52483,3116,5790,37,67,20254,37678,3086,5744,"Los Angeles - Sun Valley"
"Sunland",-118.329287,34.255065,20408,826,4117,31,107,7619,36431,754,3778,"Los Angeles - Sunland"
"Sycamore Square",-118.343701,34.058007,647,9,1650,0,0,355,64632,8,1571,"Los Angeles - Sycamore Square"
"Sylmar",-118.447155,34.313096,82398,5968,7144,107,155,36521,43690,5881,7026,"Los Angeles - Sylmar"
"Tarzana",-118.549107,34.156974,30876,1285,4110,39,79,14406,46120,1193,3838,"Los Angeles - Tarzana"
"Temple Beaudry",-118.26774,34.069826,39482,1946,4778,33,93,16127,38219,1930,4734,"Los Angeles - Temple-Beaudry"
"Thai Town",-118.304431,34.102003,9809,312,3055,4,29,3918,37616,301,2981,"Los Angeles - Thai Town"
"Toluca Lake",-118.357673,34.15055,8704,189,2589,2,20,4362,55439,174,2425,"Los Angeles - Toluca Lake"
"Toluca Terrace",-118.35844,34.166653,1306,41,3400,1,72,549,42949,42,3446,"Los Angeles - Toluca Terrace"
"Toluca Woods",-118.357555,34.159662,1858,40,2348,0,0,878,54257,36,2168,"Los Angeles - Toluca Woods"
"Tujunga",-118.288497,34.25113,27810,964,3422,18,54,9065,31468,880,3131,"Los Angeles - Tujunga"
"University Hills",-118.168371,34.068093,3429,96,2785,1,19,1174,34150,95,2808,"Los Angeles - University Hills"
"University Park",-118.278835,34.027991,27456,1579,5903,24,161,10098,32862,1434,5508,"Los Angeles - University Park"
"Valley Glen",-118.426504,34.182525,30016,1304,4276,21,70,10880,35514,1219,4015,"Los Angeles - Valley Glen"
"Valley Village",-118.395153,34.163461,24720,784,3215,30,99,11986,49724,711,2918,"Los Angeles - Valley Village"
"Van Nuys",-118.462798,34.201032,93194,5550,5940,113,150,34032,35931,5265,5602,"Los Angeles - Van Nuys"
"Venice",-118.462067,33.993791,33885,602,2257,4,11,15111,49472,521,1959,"Los Angeles - Venice"
"Vermont Knolls",-118.294776,33.968255,17200,1065,6134,19,122,6396,37069,1056,6086,"Los Angeles - Vermont Knolls"
"Vermont Square",-118.298043,33.999376,7657,528,6789,6,81,3192,41558,510,6564,"Los Angeles - Vermont Square"
"Vermont Vista",-118.282068,33.954326,41186,2864,7055,27,94,14926,37174,2872,7080,"Los Angeles - Vermont Vista"
"Vernon Central",-118.251565,34.000396,51998,4363,8505,47,131,21146,41731,4320,8382,"Los Angeles - Vernon Central"
"Victoria Park",-118.32462,34.044,8399,367,4235,3,29,2648,30662,360,4174,"Los Angeles - Victoria Park"
"View Heights",-118.348176,33.984966,3694,82,2227,3,63,1311,35293,81,2273,"Los Angeles - View Heights"
"Watts",-118.241149,33.940452,42674,2918,7140,39,149,15927,39567,2926,7143,"Los Angeles - Watts"
"Wellington Square",-118.333492,34.035815,4915,206,4208,3,65,2009,40550,208,4254,"Los Angeles - Wellington Square"
"West Adams",-118.307847,34.035612,27630,1398,4986,45,158,11223,39659,1319,4706,"Los Angeles - West Adams"
"West Hills",-118.63607,34.211472,40545,1019,2609,49,77,15681,39987,899,2361,"Los Angeles - West Hills"
"West Los Angeles",-118.450481,34.040753,37636,855,2309,20,56,18376,47760,795,2152,"Los Angeles - West Los Angeles"
"West Vernon",-118.300192,34.000114,53644,3616,6711,57,135,21442,39770,3518,6541,"Los Angeles - West Vernon"
"Westchester",-118.40607,33.952357,51603,801,1465,21,37,19798,37072,726,1330,"Los Angeles - Westchester"
"Westlake",-118.272224,34.057208,59355,3301,5580,157,309,20976,34492,3113,5234,"Los Angeles - Westlake"
"Westwood",-118.438137,34.065931,54109,873,1318,7,13,26932,40379,815,1213,"Los Angeles - Westwood"
"Wholesale District",-118.233106,34.041547,36129,3179,7763,37,123,32489,77409,2936,7191,"Los Angeles - Wholesale District"
"Wilmington",-118.253276,33.785869,56487,2816,4957,28,62,15970,28360,2542,4461,"Los Angeles - Wilmington"
"Wilshire Center",-118.295338,34.068376,50170,1800,3485,39,76,17504,33609,1745,3390,"Los Angeles - Wilshire Center"
"Winnetka",-118.575929,34.213111,51786,2406,4538,28,56,19551,36654,2402,4537,"Los Angeles - Winnetka"
"Woodland Hills",-118.604522,34.16635,68055,1747,2637,35,31,29631,42997,1648,2510,"Los Angeles - Woodland Hills"
